palabra,mean_awe,mean_relief,mean_excitement,mean_amusement,mean_pleasure,mean_contentment,mean_serenity,sd_awe,sd_relief,sd_excitement,sd_amusement,sd_pleasure,sd_contentment,sd_serenity,palabra_noaccents
imprescindible,3.2,3.1,3.05,3.04545,2.95,3.45,2.85,1.47256,1.37267,1.46808,1.46311,1.31689,1.5035,1.1821,imprescindible
impresión,2.7,2.2,2.5,2.69565,2.45455,2.7,2.75,1.26074,1.23969,1.31789,1.14554,1.10096,1.30182,1.01955,impresion
impresionado,3.65,2.5,3.45455,3.14286,3.3,3.1,2.6,1.49649,1.23544,1.37069,1.23635,1.21828,0.96791,1.27321,impresionado
impresionante,4.7,3.3,4.25,3.71429,3.9,4.0,3.15,0.57124,1.52523,0.7864,1.30931,1.07115,1.1239,1.53125,impresionante
impresora,2.0,2.0,1.59091,1.55,1.75,2.15,1.55,1.21395,1.21395,0.85407,0.75915,1.01955,1.22582,1.05006,impresora
imprevisto,2.2,1.65,2.85,2.45,1.9,2.25,1.5,0.95145,0.81273,1.42441,1.23438,1.11921,1.33278,0.68825,imprevisto
imprimir,1.6,2.15,1.75,2.0,2.0,2.3,2.40909,0.94032,1.30888,0.7864,0.91766,1.1239,1.08094,1.36832,imprimir
improbable,1.3,1.85,1.9,1.61905,1.4,1.95,1.65,0.47016,1.13671,1.07115,0.80475,0.82078,1.05006,0.98809,improbable
improvisación,3.25,1.9,3.3,3.7,2.75,3.0,2.2,1.40955,0.91191,1.21828,1.08094,1.06992,1.25656,1.23969,improvisacion
improviso,2.35,2.0,2.25,2.72727,2.0,2.35,2.33333,1.1821,1.1547,1.20852,1.6671,1.21395,1.13671,1.12932,improviso
imprudencia,1.55,1.6,1.75,1.95,1.6,1.27273,1.2381,0.99868,0.75394,1.25132,1.14593,0.75394,0.63109,0.43644,imprudencia
imprudente,1.5,1.5,1.55,1.81818,1.5,1.55,1.6,0.80178,0.74001,0.75915,1.25874,0.76089,0.94451,0.88258,imprudente
impuesto,1.3,1.55,1.13636,1.15,1.5,1.25,1.6,0.65695,0.94451,0.46756,0.48936,0.86023,0.55012,0.94032,impuesto
impugnación,2.05556,2.04762,2.11111,1.65,1.23529,1.78947,1.47059,1.21133,1.20317,1.27827,1.08942,0.5623,1.18223,0.79982,impugnacion
impulsar,3.25,2.9,3.14286,2.5,2.7,3.25,1.9,1.61815,1.41049,1.45896,1.19208,1.38031,1.25974,1.02084,impulsar
impulso,2.73077,2.45,3.35,2.27273,3.1,2.1,1.86364,1.31325,1.46808,1.13671,1.16217,1.25237,1.25237,1.39029,impulso
impulsor,2.91304,2.4,2.75,2.36842,2.26316,2.95,1.95652,1.27611,1.46539,1.33278,1.11607,1.19453,1.43178,0.92826,impulsor
impunidad,1.5,2.35,1.38889,1.44444,1.70588,1.95,1.82609,0.82717,1.26803,1.0369,0.70479,1.1048,1.19097,0.93673,impunidad
impureza,1.6,1.45,1.25,1.55,1.65,1.71429,1.65,0.99472,0.75915,0.63867,0.88704,0.87509,1.34695,0.74516,impureza
imputación,1.6,1.38889,1.47368,1.2,1.42105,1.22222,1.45455,0.59824,0.6978,0.90483,0.41039,0.69248,0.42779,0.91168,imputacion
inaccesible,2.42857,1.2,1.7,1.7,1.3,1.3,1.6,1.2873,0.52315,1.0311,1.08094,0.57124,0.65695,0.75394,inaccesible
inaceptable,1.2,1.15,1.35,1.3,1.35,1.29167,1.3,0.69585,0.36635,0.58714,0.57124,0.67082,0.46431,0.47016,inaceptable
inactividad,1.3,2.04545,1.2,1.45,1.8,1.15,2.55,0.57124,1.0455,0.41039,0.99868,0.89443,0.48936,1.2763,inactividad
inactivo,1.5,1.7,1.3,1.3913,1.35,1.5,2.25,0.60698,0.80131,0.57124,0.65638,0.58714,0.60698,1.35935,inactivo
inadecuada,1.45,1.2,1.45,1.35,1.55,1.45,1.55,0.82558,0.52315,0.60481,0.58714,0.82558,0.68633,0.68633,inadecuada
inadmisible,2.05,1.47619,1.4,1.3,1.6,1.33333,1.35,1.35627,0.92839,0.94032,0.80131,0.59824,0.91683,0.58714,inadmisible
inagotable,3.35,2.35,2.75,2.77273,2.65,2.85,2.5,1.13671,1.08942,1.40955,1.41192,1.30888,1.46089,1.23544,inagotable
inauguración,3.05,2.6,3.7,3.55,3.25,4.0,2.55,1.35627,1.46539,1.26074,1.14593,1.11803,0.97333,1.31689,inauguracion
inaugural,2.42857,2.33333,2.95,2.68421,2.21053,2.52941,2.05556,1.36277,1.37199,1.35627,1.49267,1.31567,1.00733,0.8726,inaugural
inaugurar,3.0,2.4,4.15,3.33333,2.75,3.25,2.04545,1.29777,1.50088,0.87509,1.23828,1.37171,1.16416,1.2527,inaugurar
inca,2.0,1.76471,2.05882,1.57143,1.68421,2.21053,2.05263,1.08465,0.90342,1.24853,0.87014,1.15723,1.08418,1.07877,inca
incansable,3.2,2.55,3.3,2.05,3.25,3.3,2.1,1.23969,1.14593,1.38031,0.94451,1.16416,1.17429,1.25237,incansable
incapacidad,1.55,1.25,1.35,1.19048,1.15,1.3,1.5,0.99868,0.55012,0.74516,0.40237,0.36635,0.57124,0.68825,incapacidad
incapaz,1.2,1.35,1.45,1.35,1.2,1.45,1.25,0.41039,0.74516,0.60481,0.67082,0.41039,0.99868,0.44426,incapaz
incendiar,1.9,1.1,1.65,1.35,1.22222,1.2,1.22727,1.16529,0.30779,0.98809,0.67082,0.42366,0.41039,0.52841,incendiar
incendio,1.8,1.25,1.28571,1.28571,1.45,1.2,1.09524,1.10501,0.91047,0.95618,0.64365,0.68633,0.89443,0.30079,incendio
incentivar,3.78947,3.25,3.38095,2.55,3.2,3.65,2.63636,1.08418,1.48235,1.53219,1.35627,1.47256,1.08942,1.29267,incentivar
incentivo,2.8,2.8,3.35,2.55,3.8,3.55,2.63158,1.60918,1.43637,1.49649,1.46808,0.83351,1.43178,1.06513,incentivo
incertidumbre,1.7,1.36364,2.0,1.8,1.5,1.95,1.45455,0.7327,0.58109,1.25656,1.05631,0.68825,1.23438,0.9625,incertidumbre
incesante,2.1875,2.15,3.05263,2.11111,1.68421,2.5,1.38889,0.98107,1.13671,1.31122,1.02262,0.88523,0.92355,0.97853,incesante
incidencia,1.8,1.6,1.8,1.22727,1.75,1.47826,1.3,1.10501,1.09545,0.89443,0.61193,0.8507,0.84582,0.57124,incidencia
incidente,1.89474,1.3,1.5,1.45,1.15789,1.40909,1.4,0.87526,0.7327,0.68825,0.60481,0.37463,0.85407,0.68056,incidente
incidir,1.89474,1.59091,2.08696,1.63158,2.26316,2.35,1.7,0.87526,0.85407,1.08347,0.89508,1.04574,1.30888,0.92338,incidir
incienso,2.10526,2.63158,2.22727,1.81818,2.65,2.35,3.3913,1.44894,1.42246,1.10978,1.05272,1.38697,1.30888,1.52968,incienso
incierto,1.75,1.3,2.25,1.95238,1.35,1.3,1.59091,0.96655,0.47016,1.25132,1.11697,0.58714,0.57124,1.05375,incierto
incineración,1.4,1.55,1.15,1.28571,1.1,1.2,2.0,0.99472,0.82558,0.36635,0.56061,0.30779,0.52315,1.33771,incineracion
incipiente,1.70588,2.0,2.0,1.66667,1.93333,1.875,2.23077,0.77174,1.1547,1.0,0.76696,1.09978,1.14746,1.16575,incipiente
incitar,2.6,2.0,3.0,1.9,2.56,1.8,1.7,0.82078,1.25656,1.25656,1.02084,1.08321,0.83351,0.97872,incitar
inclinación,2.2,1.8,2.1,1.8,1.9,2.55,1.75,1.28145,1.05631,1.16529,1.05631,1.07115,0.99868,0.8507,inclinacion
inclinar,1.75,2.1,1.65,1.55,2.25,1.95,2.1,1.06992,1.25237,0.87509,0.94451,0.96655,0.99868,1.11921,inclinar
incluir,2.96,3.35,2.7,2.3913,3.18182,3.1,2.9,1.39881,1.1821,1.0311,1.37309,1.40192,1.16529,1.25237,incluir
inclusión,2.94737,3.57143,3.55,2.80952,3.5,3.75,2.82609,1.07877,1.07571,1.31689,1.47034,1.19208,1.11803,1.33662,inclusion
incógnita,2.21739,2.0,2.56522,2.75,1.95,2.2,1.42857,1.41282,1.1698,1.5023,1.33278,1.23438,1.32188,0.92582,incognita
incomodidad,1.3,1.5,1.5,1.0,1.25,1.5,1.25,0.57124,0.88852,0.60698,0.0,0.44426,1.0,0.55012,incomodidad
incómodo,1.6,1.25,1.65,1.35,1.1,1.4,1.1,0.75394,0.55012,1.13671,0.81273,0.30779,0.82078,0.30779,incomodo
incomparable,3.8,2.6,3.7,2.75,3.45,3.55,1.72727,1.23969,1.27321,1.30182,1.40955,1.09904,1.2763,1.12045,incomparable
incompatibilidad,1.95,1.25,1.35,1.5,1.55,1.45,1.47619,1.19097,0.55012,0.58714,1.0,0.88704,1.09904,1.03049,incompatibilidad
incompatible,1.8,1.25,1.6,1.35,1.3,1.5,1.73913,0.76777,0.44426,0.99472,0.98809,0.65695,0.76089,1.17618,incompatible
incompetencia,1.4,1.45,1.25,1.38095,1.2,1.25,1.47826,0.82078,0.75915,0.71635,0.66904,0.41039,0.55012,1.16266,incompetencia
incompleta,1.4,1.3913,1.65,1.55,1.35,1.5,1.25,0.75394,0.94094,0.81273,0.75915,0.48936,1.05131,0.44426,incompleta
incomprensible,2.1,1.25,1.65,1.5,1.9,1.35,1.2,1.20961,0.44426,1.03999,0.68825,1.16529,0.67082,0.52315,incomprensible
inconcebible,2.25,1.5,1.9,1.75,2.25,1.65,1.55,1.29269,1.0,0.96791,1.16416,1.33278,1.03999,0.75915,inconcebible
incondicional,3.5,2.8,3.45,2.42857,3.1,3.35,2.95,1.0,1.15166,1.19097,1.32557,1.48324,1.13671,1.19097,incondicional
inconfundible,3.25,2.6,2.42857,2.8,2.4,2.4,2.17391,1.37171,1.3917,1.46872,1.36111,1.3917,1.53554,1.40299,inconfundible
inconsciente,2.05,2.25,1.6,1.85,2.1,1.65217,2.0,1.31689,1.06992,1.14248,0.98809,1.07115,1.11227,1.0,inconsciente
inconstitucional,1.55,1.1,1.42105,1.5,1.40909,1.4,1.54167,0.94451,0.30779,0.90159,0.80178,0.66613,0.88258,0.77903,inconstitucional
inconstitucionalidad,1.63158,1.61905,1.33333,1.33333,1.55,1.35294,1.4,1.01163,0.86465,0.68599,0.97014,0.82558,0.49259,0.68056,inconstitucionalidad
inconveniente,1.4,1.5,1.55,1.61905,1.3,1.25,1.25,0.68056,0.82717,0.75915,0.92066,0.57124,0.55012,0.44426,inconveniente
incordio,1.45,1.10526,1.36364,1.4,1.2,1.21053,1.19048,0.82558,0.3153,0.58109,0.68056,0.52315,0.41885,0.40237,incordio
incorporación,2.41667,2.85,2.6,2.65,1.95,3.3,2.7,1.21285,1.22582,1.09545,1.49649,1.09904,1.41793,1.21828,incorporacion
incorporar,2.47368,2.3,2.6,2.14286,3.05,2.85,2.65,1.30675,1.26074,1.27321,1.06234,1.09904,1.03999,1.03999,incorporar
incorrecto,1.65,1.65,1.25,1.65,1.3,1.2,1.28571,0.81273,0.98809,0.63867,1.08942,0.57124,0.69585,0.56061,incorrecto
incredulidad,3.2,1.63636,1.81818,2.25,2.04762,1.71429,1.45,1.43637,1.00216,1.05272,1.25132,1.07127,1.00712,0.51042,incredulidad
increíble,4.45,3.5,4.25,3.85,3.8,3.25,2.9,0.68633,1.39548,0.96655,1.34849,1.32188,1.58529,1.48324,increible
incrementar,2.4,2.78261,3.4,2.55,2.95,3.45,2.5,1.50088,1.04257,1.3917,1.31689,1.19097,1.31689,0.94591,incrementar
incremento,2.6,3.05263,3.45,2.4,3.0,3.8,2.26087,1.14248,1.39338,1.19097,1.3917,0.97333,1.00525,1.25109,incremento
increpar,1.61111,1.55556,1.73684,1.33333,1.42105,1.66667,1.47368,0.91644,0.6157,0.87191,0.68599,0.83771,0.90749,0.77233,increpar
incuestionable,2.35,2.1,1.85,1.85,2.1,2.35,2.05,1.42441,1.25237,0.98809,1.26803,1.11921,1.42441,1.23438,incuestionable
inculto,1.35,1.33333,1.15,1.2,1.31818,1.35,1.31579,0.58714,0.91287,0.36635,0.52315,0.5679,0.67082,0.58239,inculto
incumplimiento,1.65,1.63636,1.7,1.68182,1.35,1.3,1.26087,0.81273,0.95346,0.97872,0.8937,0.67082,0.47016,0.44898,incumplimiento
incurable,1.8,1.15,1.15,1.15,1.05,1.6,1.25,1.47256,0.36635,0.36635,0.48936,0.22361,1.14248,0.55012,incurable
incurrir,1.63158,1.72222,1.73684,1.55,1.86667,1.68421,1.6,0.89508,0.82644,0.93346,0.82558,0.99043,0.88523,0.91026,incurrir
incursión,1.89474,1.78571,2.13333,1.44444,1.72222,2.16667,1.83333,1.04853,0.89258,1.45733,0.70479,1.12749,1.29479,0.93744,incursion
indagar,2.8,2.35,2.9,2.68421,2.65,2.57895,2.625,1.36111,1.08942,1.16529,1.33552,1.30888,1.30451,1.40844,indagar
indebida,1.28,1.38095,1.55,1.54545,1.8,1.3,1.36,0.67823,0.74001,0.88704,0.80043,0.76777,0.47016,0.56862,indebida
indecisión,1.5,1.6,1.6,1.5,1.55,1.6,1.68182,0.60698,0.68056,0.99472,1.0,0.75915,0.59824,1.24924,indecision
indefensión,1.3,1.21053,1.2,1.22727,1.26087,1.44444,1.6,0.57124,0.71328,0.41039,0.42893,0.54082,0.70479,1.23117,indefension
indefenso,1.75,1.35,1.85,1.18182,1.34783,1.45455,1.7,1.11803,0.58714,1.1821,0.39477,0.71406,0.80043,1.08094,indefenso
indefinido,2.1,2.19048,1.86364,2.15,2.09091,1.85,2.25,1.16529,1.20909,1.39029,1.42441,1.1916,1.26803,1.25132,indefinido
indemnización,2.0,2.75,2.5,1.86364,2.25,2.85,2.5,1.24722,1.44641,1.31789,1.24577,1.33278,1.46089,1.46898,indemnizacion
indemnizar,1.95,2.2,2.5,1.66667,1.95,2.26316,1.6,1.31689,1.32188,1.31789,0.91287,0.94451,1.19453,0.94032,indemnizar
independencia,3.30435,3.55,3.04348,2.75,3.7,3.75,3.5,1.42812,1.39454,1.39734,1.20852,1.17429,1.44641,1.14708,independencia
independentista,1.8,1.63636,1.75,1.75,1.85,2.3,1.57143,0.95145,1.0486,0.96655,0.91047,1.13671,1.49032,0.81064,independentista
independiente,3.4,3.8,3.65,2.55,3.55,3.8,4.1,1.46539,1.23969,1.42441,1.39454,1.5035,1.05631,1.11921,independiente
indeterminado,1.55,1.65,2.05,1.45833,1.6,2.0,1.79167,1.09904,0.81273,1.19097,0.65801,0.68056,0.79472,1.06237,indeterminado
indicación,2.25,2.6,2.2,1.85,2.35,2.25,2.08696,1.44641,1.3917,1.05631,1.03999,1.30888,1.40955,1.12464,indicacion
indicador,1.95,2.05,2.25,1.36364,2.05,2.6087,2.25,1.14593,1.19097,1.06992,0.65795,1.14593,1.23359,0.96655,indicador
indicar,2.0,2.9,2.4,1.65,2.5,2.7,2.36364,1.07606,1.44732,1.23117,1.13671,1.19208,1.21828,1.21677,indicar
índice,1.65,2.25,1.9,1.26087,2.5,2.1,2.55,0.87509,1.01955,1.02084,0.75181,1.14708,1.29371,1.35627,indice
indicio,2.0,1.95,2.1,2.35,2.05,2.15,1.68182,1.02598,1.09904,1.02084,1.22582,0.99868,1.26803,0.8937,indicio
indiferencia,1.52381,1.8,1.5,1.25,2.0,2.25,2.5,0.81358,0.89443,1.0,0.55012,1.37649,0.96655,1.47196,indiferencia
indiferente,1.6,2.25,1.35,1.55,2.05,1.95,2.3,1.0463,1.25132,0.67082,0.99868,0.99868,1.05006,1.12858,indiferente
indígena,3.05,1.90476,2.15,1.85,2.6,2.15,2.85714,1.5035,1.04426,1.1821,1.08942,1.35336,1.13671,1.10841,indigena
indigna,1.55,1.45,1.45,1.47826,1.47368,1.42105,1.35,1.05006,0.68633,0.68633,1.08165,0.69669,0.69248,0.58714,indigna
indignación,2.0,1.35,1.95,1.3,1.85,1.6,1.45,1.25656,0.58714,1.14593,0.57124,1.08942,1.23117,0.75915,indignacion
indigno,1.35,1.35,1.31579,1.21053,1.25,1.5,1.4,0.74516,0.58714,0.74927,0.6306,0.55012,0.88852,0.50262,indigno
indio,2.31579,2.15,1.75,1.8,1.9,1.75,2.27273,1.33552,1.03999,0.96655,1.05631,1.11921,0.91047,1.20245,indio
indirecta,2.09524,1.45,2.6,2.15,2.35,1.75,2.0,1.33809,0.68633,1.09545,1.22582,1.03999,1.20852,1.02151,indirecta
indirecto,1.55,1.6,1.7,1.9,2.15,1.8,1.45,0.82558,0.59824,0.97872,1.02084,0.9333,1.19649,0.68633,indirecto
indiscreta,2.05,1.4,1.6,2.0,1.55,1.7,1.56522,1.14593,0.75394,1.0463,1.20605,0.82558,0.80131,0.94514,indiscreta
indiscutible,2.35,2.8,2.4,1.95455,1.7,2.55,1.75,1.30888,1.23969,1.35336,1.21409,1.26074,1.19097,1.06992,indiscutible
indispensable,3.31579,2.9,3.05,2.86364,2.7,3.35,2.2,1.20428,1.44732,1.2763,1.78073,1.52523,1.03999,0.83351,indispensable
individualidad,2.75,2.4,2.2,2.25,3.0,3.36364,2.85714,1.71295,1.3917,1.23969,1.15156,1.29777,1.1358,1.06234,individualidad
individualismo,2.25,2.0,2.26316,2.19048,2.6,2.4,2.54167,1.40955,1.02598,1.19453,1.12335,1.23117,1.27321,1.28466,individualismo
individuo,2.45,2.4,2.55,2.36364,2.5,2.85,2.45,1.39454,1.14248,1.60509,1.46533,1.31789,1.42441,1.43178,individuo
índole,1.84211,2.33333,1.70588,1.78571,1.94737,2.52941,2.05,1.11869,1.13759,0.98518,0.80178,0.97032,1.58578,1.19097,indole
indomable,2.85,2.5,2.5,2.9,2.5,2.75,2.0,1.38697,1.63836,1.4327,1.33377,1.50438,1.40955,1.33771,indomable
inducción,1.94737,1.94737,2.6,1.63636,1.57895,2.3,1.82353,1.22355,1.02598,1.42902,0.84771,0.69248,0.97872,0.95101,induccion
inducir,2.1,2.1,2.45,1.7,2.0,1.63158,1.9,1.07115,0.96791,1.23438,0.92338,0.97333,0.8307,0.96791,inducir
indudable,2.55,2.95,2.25,2.05263,2.7,2.7,3.28571,1.2763,1.35627,1.29269,1.12909,1.59275,1.30182,1.18924,indudable
indulgencia,2.21053,2.41176,1.83333,1.7,2.05882,1.82353,2.3,1.43678,1.00367,1.04319,1.12858,1.34493,1.18508,1.21828,indulgencia
indulto,2.0,2.16667,2.13333,1.31579,2.2381,2.625,1.85714,1.23669,1.24853,1.0601,0.67104,1.30018,1.20416,1.06234,indulto
indumentaria,2.35,2.2,2.0,1.73684,2.42105,2.31579,1.94737,1.34849,1.15166,1.1239,1.04574,1.07061,1.10818,1.26814,indumentaria
industria,2.4,1.75,2.05,1.75,1.7,2.2,1.35,1.46539,1.16416,1.05006,0.91047,0.8645,1.00525,0.58714,industria
industrialización,2.0,2.15,2.0,1.85,1.89474,1.75,1.45,1.1698,1.08942,1.12815,1.13671,0.87526,0.96655,0.75915,industrializacion
inédito,2.53846,2.47368,3.52381,2.72727,2.21053,3.2,2.04762,1.33359,1.26352,1.53685,1.54863,1.27275,1.15166,1.20317,inedito
ineficacia,1.2,1.2,1.2,1.45,1.3,1.25,1.45,0.61559,0.52315,0.41039,0.75915,0.65695,0.71635,0.94451,ineficacia
ineficaz,1.26087,1.35,1.29167,1.2,1.15,1.15,1.29167,0.54082,0.81273,0.55003,0.69585,0.36635,0.48936,0.55003,ineficaz
ineludible,1.4375,1.58333,2.58333,1.5,1.82353,2.16667,1.75,0.72744,0.9962,1.31137,0.58977,1.18508,0.92355,0.7746,ineludible
inequívoca,1.94444,2.71429,2.0,1.7,1.9,2.9,2.52632,1.25895,1.48805,1.1239,1.0311,1.02084,1.37267,1.42861,inequivoca
inercia,1.85,2.2,2.4,2.42105,2.3,2.2,2.4,1.03999,1.05631,1.42902,1.30451,1.30182,1.23969,1.14248,inercia
inerte,1.45,1.77778,1.36842,1.47619,1.36842,1.42105,2.13636,0.82558,0.80845,0.59726,0.98077,0.68399,0.69248,1.32001,inerte
inesperado,2.0,2.0,2.85,3.33333,2.3,2.3,1.47826,1.1698,1.02598,1.38697,1.30773,1.12858,1.30182,0.73048,inesperado
inestabilidad,1.4,1.15,1.7,1.09091,1.4,1.55,1.22727,0.68056,0.48936,1.12858,0.29424,0.59824,1.05006,0.52841,inestabilidad
inestable,1.9,1.45,1.45,1.45,1.4,1.35,1.34783,1.41049,0.82558,0.75915,0.82558,0.50262,0.58714,0.64728,inestable
inestimable,2.5,2.15,2.0,1.75,2.45,2.25,1.94737,1.26491,0.98809,1.21395,1.06992,1.53811,1.16416,1.02598,inestimable
inevitable,2.6,1.9,2.2,1.54167,1.65,1.85,1.7619,1.35336,1.16529,1.15166,0.83297,0.87509,0.74516,1.13599,inevitable
inexistencia,1.85,1.85,1.6,1.8,1.55,2.0,2.04545,0.9333,1.1821,1.0463,1.00525,1.05006,1.29777,1.0455,inexistencia
inexistente,1.7,2.04,1.4,1.35,1.9,1.5,1.7,0.97872,1.17189,0.59824,0.58714,1.07115,0.88852,1.12858,inexistente
inexorable,2.25,1.42857,1.78571,2.1875,1.41176,1.73333,2.08333,1.3568,0.93761,1.12171,1.16726,0.79521,0.88372,1.08362,inexorable
inexplicable,3.1,1.75,2.56522,2.6087,2.5,1.55,1.28571,1.25237,1.15156,1.59049,1.3052,1.27733,0.82558,0.56061,inexplicable
infalible,3.3,2.95,3.0,2.33333,3.45,2.75,2.75,1.21828,1.5035,1.59861,1.49443,1.35627,1.37171,1.48235,infalible
infame,1.69231,1.33333,1.19048,1.5,1.47059,1.42105,1.5,1.03155,0.59409,0.51177,0.70711,0.71743,0.69248,0.75955,infame
infamia,1.47059,1.41176,1.25,1.64706,1.13333,1.27778,1.4,0.87447,0.61835,0.7746,1.22174,0.35187,0.7519,0.63246,infamia
infancia,3.7,3.5,3.5,3.85,3.3,4.2,3.45,0.97872,1.10024,1.23544,1.42441,1.41793,0.95145,1.14593,infancia
infanta,1.8,1.5,1.3,1.65217,1.55,1.7,1.66667,1.19649,0.76089,0.65695,0.83168,0.88704,1.12858,0.91287,infanta
infantería,2.3,1.77273,1.45,1.7,1.55,1.95238,1.47368,1.52523,0.97257,0.75915,1.0311,0.94451,1.20317,0.90483,infanteria
infarto,1.15,1.15,1.05,1.0,1.19231,1.05,1.15,0.48936,0.48936,0.22361,0.0,0.63367,0.22361,0.48936,infarto
infección,1.25,1.33333,1.2,1.25,1.09091,1.35,1.3,0.55012,0.7303,0.41039,0.91047,0.29424,1.08942,0.80131,infeccion
infectar,1.4,1.35,1.4,1.45,1.2,1.25,1.18182,0.82078,0.67082,0.82078,1.09904,0.52315,0.63867,0.6645,infectar
infeliz,1.5,1.25,1.15,1.3,1.3,1.25,1.2,1.05785,0.71635,0.36635,0.97872,0.92338,0.71635,0.69585,infeliz
inferior,1.45,1.65,1.35,1.5,1.2,1.2,1.65,0.82558,0.67082,0.58714,1.05131,0.61559,0.41039,0.9333,inferior
inferioridad,1.3,1.15,1.15,1.05,1.25,1.3,1.2,0.92338,0.36635,0.67082,0.22361,0.44426,0.7327,0.52315,inferioridad
inferir,2.3,2.26316,2.42105,1.90909,1.94444,2.15,2.15,1.12858,1.04574,1.30451,1.01929,1.25895,1.1821,1.1821,inferir
infernal,1.38095,1.47826,1.5,1.2,1.45,1.3,1.42857,0.74001,1.03877,0.88852,0.52315,0.82558,0.65695,1.07571,infernal
infidelidad,1.35,1.1,1.55,1.25,1.4,1.4,1.34783,0.9333,0.30779,0.99868,0.63867,1.09545,0.99472,0.83168,infidelidad
infiel,1.2381,1.25,1.65,1.45,1.45,1.34783,1.05,0.62488,0.55012,1.22582,0.99868,0.94451,0.88465,0.22361,infiel
infierno,1.65,1.05,1.27273,1.6,1.75,1.35,1.15,1.13671,0.22361,0.63109,0.99472,0.91047,0.58714,0.48936,infierno
infiltración,1.95,1.85,2.05,1.9,1.5,1.78947,1.52381,1.2763,0.81273,1.14593,1.25237,0.51299,0.91766,0.7496,infiltracion
infinidad,3.0,2.47368,3.45,3.1,2.75,3.35,2.85,1.45095,1.26352,1.19097,1.37267,1.29269,1.34849,1.22582,infinidad
infinita,3.75,2.45,2.55,2.6,2.95,3.35,3.35,1.33278,1.53811,1.46808,1.46539,1.46808,1.46089,1.26803,infinita
infinito,3.85,2.8,3.6,3.0,3.15,3.4,2.91304,1.30888,1.54238,1.3917,1.41421,1.30888,1.46539,1.62125,infinito
inflación,1.63158,1.71429,1.54545,1.15,1.57895,1.45,1.26316,0.95513,1.23056,0.80043,0.36635,0.90159,0.75915,0.56195,inflacion
inflamación,1.4,1.25,1.4,1.2381,1.2,1.3,1.2,0.59824,0.55012,0.59824,0.53896,0.52315,0.80131,0.5,inflamacion
inflexible,1.33333,1.15,1.6087,1.45,1.55,1.3,1.25,0.57735,0.36635,0.72232,0.75915,1.05006,0.57124,0.44426,inflexible
inflexión,2.05,1.94444,1.94737,1.8,1.63158,1.77778,2.11111,1.23438,1.16175,1.31122,1.05631,0.8307,1.30859,1.36722,inflexion
influencia,2.9,2.90476,2.61905,2.2,1.85,2.65,2.15,1.37267,1.33809,1.11697,1.00525,1.1821,1.26803,0.87509,influencia
influir,3.4,2.15,2.55,2.16667,2.34783,3.0,2.2,1.3917,0.98809,1.31689,1.34056,1.30065,1.21395,0.89443,influir
influjo,2.1875,1.57143,1.89474,1.57895,1.1875,1.6875,2.0625,1.10868,0.75593,1.19697,0.76853,0.40311,0.70415,1.23659,influjo
influyente,3.6,2.7,3.1,2.1,2.5,2.95,1.86364,1.09545,1.21828,1.20961,0.91191,1.46898,1.35627,1.12527,influyente
información,3.0,3.1,2.95652,2.3,2.9,3.35,2.4,1.33771,1.25237,1.55149,1.12858,1.29371,1.22582,1.27321,informacion
informal,2.15,2.75,2.45,3.05,2.8,2.8,2.17391,1.30888,1.20852,1.14593,1.19097,1.50787,1.43637,1.19286,informal
informar,3.0,3.15,2.75,1.95,2.85,2.9,2.80952,1.62221,1.42441,1.29269,0.99868,1.03999,1.33377,1.40068,informar
informática,2.55,1.77273,2.2,2.61905,2.4,1.8,1.6,1.46808,1.066,1.43637,1.43095,1.46539,1.10501,0.88258,informatica
informático,2.55,1.85,2.05,1.85,2.6,2.45,1.58333,1.5035,1.30888,1.31689,1.08942,1.18766,1.14593,1.10007,informatico
informativo,2.75,3.05,2.4,2.2,2.35,2.8,1.95238,1.06992,1.19097,1.27321,1.28145,1.26803,1.23969,1.16087,informativo
informe,2.3,2.35,2.05,1.6,1.6,2.3,2.19048,1.38031,1.1821,1.19097,1.09545,0.8165,1.12858,1.12335,informe
infortunio,1.3,1.33333,1.55,1.55556,1.31579,1.3,1.16667,0.65695,0.97014,0.82558,1.19913,0.58239,0.7327,0.38348,infortunio
infracción,1.55,1.5,1.45,1.31818,1.5,1.28571,1.1,1.05006,0.94591,0.60481,0.64633,0.68825,0.71714,0.30779,infraccion
infraestructura,2.08696,2.31818,1.75,1.95,1.85,2.1,2.5,1.44326,1.35879,1.01955,0.94451,0.9333,1.20961,1.14708,infraestructura
inframundo,1.75,1.9,2.13636,1.75,1.6,1.65,1.63636,1.37171,1.11921,1.42413,1.20852,0.88258,1.22582,1.09307,inframundo
ingeniería,2.85714,1.95,2.26087,1.5,1.6,2.7,1.92,1.79682,1.31689,1.45282,0.82717,0.88258,1.49032,1.25565,ingenieria
ingeniero,2.75,2.04545,2.85,1.45,2.15,2.6,2.15,1.20852,1.0901,1.42441,0.82558,1.22582,1.53554,1.03999,ingeniero
ingenio,3.85,3.4,3.4,3.30769,3.85,4.15,3.27273,1.08942,1.31389,1.46539,1.49048,0.98809,1.22582,1.12045,ingenio
ingenioso,4.0,3.25,3.55,3.4,3.55,4.35,3.08,1.02598,1.40955,1.43178,1.31389,1.39454,0.81273,1.15181,ingenioso
ingenua,2.0,1.65,2.2,1.71429,2.0,1.5,2.09524,1.21395,1.22582,1.10501,1.00712,1.23443,0.76089,0.99523,ingenua
