palabra,mean_awe,mean_relief,mean_excitement,mean_amusement,mean_pleasure,mean_contentment,mean_serenity,sd_awe,sd_relief,sd_excitement,sd_amusement,sd_pleasure,sd_contentment,sd_serenity,palabra_noaccents
reducto,1.69231,1.5625,1.34783,1.17647,1.73333,1.46154,1.8125,1.18213,0.89209,0.71406,0.39295,0.70373,0.77625,1.04682,reducto
reedición,2.25,2.10526,2.15,1.66667,2.05882,2.11111,2.05556,1.43759,1.24252,0.98809,0.76696,1.24853,1.27827,1.05564,reedicion
reelección,1.77778,2.7,2.35,1.47619,2.05263,2.45,2.10526,1.11437,1.30182,1.30888,0.67964,0.84811,1.39454,0.99413,reeleccion
reembolso,2.0,3.1,2.95,1.9,3.3,3.1,2.78261,0.91766,1.55259,1.5035,1.07115,1.12858,1.41049,1.31275,reembolso
reemplazar,2.0,2.35,1.9,1.8,1.8,2.05,1.85714,1.02598,1.30888,0.91191,0.89443,1.00525,1.14593,0.91026,reemplazar
reencarnación,2.85,2.45,2.9,2.2,3.05,2.5,2.54545,1.53125,1.39454,1.37267,1.15166,1.31689,1.31789,1.3355,reencarnacion
reencuentro,2.95,3.75,4.2,3.52381,4.35,4.21739,3.61905,1.39454,1.20852,0.89443,1.50396,1.1821,0.90235,1.39557,reencuentro
reestructuración,3.05,2.75,2.6,2.15,2.6,2.66667,2.0,1.46808,1.48235,1.18766,1.26803,0.99472,1.46059,1.02598,reestructuracion
referencia,2.9,2.35,2.3,2.2,2.1,2.5,2.2,1.37267,1.26803,1.30182,1.28145,1.07115,1.39548,1.19649,referencia
referéndum,2.57895,1.95,2.55,1.57143,2.35,2.68421,1.6,1.42657,1.14593,1.5035,0.74642,1.03999,1.29326,0.88258,referendum
referente,3.85,2.85,2.7,2.68182,2.8,3.2,2.5,1.46089,1.22582,1.45458,1.24924,1.43637,1.00525,1.33631,referente
referir,2.2,2.1,1.89474,1.38095,2.1,2.05,2.04545,1.39925,0.96791,1.24252,0.66904,1.11921,0.88704,0.95005,referir
refinamiento,2.0,2.35294,1.57895,1.45,2.6,2.5,2.45,1.21395,1.49755,1.07061,0.60481,1.0463,1.35724,1.35627,refinamiento
refinería,1.5625,1.83333,1.88235,1.47059,1.8,1.55556,1.4,0.96393,1.04319,1.0537,0.79982,1.32188,0.92178,0.88258,refineria
reflejar,2.72727,2.8,2.52174,2.04762,2.4,2.85,2.95,1.42032,1.50787,1.12288,1.32198,1.18766,1.26803,1.14593,reflejar
reflejo,2.3,2.5,2.8,2.47619,3.21739,2.7,3.09091,1.21828,1.23544,1.28145,1.32737,1.50625,1.21828,1.06499,reflejo
reflexión,3.54545,3.85,2.75,2.65,3.55,3.75,4.0,1.01076,0.98809,1.16416,1.08942,1.2763,0.91047,0.91766,reflexion
reflexionar,3.9,3.5,3.55,2.25,3.65,4.1,3.95238,1.20961,1.27733,1.23438,1.11803,1.22582,0.71818,1.24403,reflexionar
reflexivo,3.35,3.65,2.28571,2.05,3.45,3.75,4.1,1.42441,1.26803,1.41926,0.94451,1.31689,1.40955,0.96791,reflexivo
reforma,2.4,2.4,3.2,2.55,2.5,2.75,1.95,1.42902,0.88258,1.39925,1.31689,1.23544,1.33278,1.09904,reforma
reformar,2.75,2.9,2.95,2.65,2.85,3.85,2.1,1.33278,1.33377,1.31689,1.42441,1.1821,1.03999,1.25237,reformar
reformista,3.1,2.5,3.2,2.09524,2.0,2.6,2.35,1.20961,1.10024,1.39925,1.09109,1.37649,1.23117,1.13671,reformista
reforzamiento,2.5,3.5,3.35,2.71429,2.45,3.53846,2.45455,1.14708,1.10024,1.08942,1.38358,0.99868,1.24035,1.50324,reforzamiento
reforzar,3.25,3.9,2.85,2.65,3.75,3.45,3.0,1.51744,0.78807,1.08942,1.34849,1.11803,1.2763,1.3784,reforzar
refrán,2.5,2.35,2.5,2.7,2.45,2.43478,2.5,1.31789,1.1821,1.27733,1.08094,1.60509,1.34252,1.10024,refran
refrescante,2.4,4.2,3.7,3.7,4.05,3.85714,3.35,1.27321,0.83351,1.21828,0.92338,0.75915,1.06234,1.13671,refrescante
refresco,1.7,2.85,2.35,2.85,3.5,2.65,2.65,1.0311,1.53125,1.13671,1.42441,0.76089,1.46089,1.26803,refresco
refrigeración,1.75,2.15,1.45,1.5,2.5,1.9,2.0,1.11803,1.38697,0.75915,0.60698,1.46898,1.02084,0.91766,refrigeracion
refrigerio,1.45,2.36842,1.95455,2.25,2.8,3.15789,2.35,0.94451,1.34208,1.13294,1.44641,1.36111,1.38497,1.22582,refrigerio
refuerzo,2.84211,3.35,3.25,3.04348,3.3,3.4,2.79167,1.21395,1.03999,1.11803,1.49174,0.92338,1.27321,1.35066,refuerzo
refugiada,2.5,2.77273,2.35,1.3,1.72727,1.8,1.95,1.27733,1.47783,0.98809,0.47016,1.07711,1.28145,1.35627,refugiada
refugiado,2.7,2.4,2.15,1.80952,2.2,2.0,2.2,1.52523,1.3917,1.46089,1.16701,1.10501,1.07606,1.10501,refugiado
refugio,2.8,3.95,2.5,2.4,3.6,3.6,3.5,1.28145,1.39454,1.22474,1.31389,1.35336,1.42902,1.33631,refugio
regadío,1.83333,2.55556,1.88889,1.68421,2.45,1.27778,2.0,1.24853,1.14903,1.13183,1.15723,1.05006,0.66911,1.02598,regadio
regalar,3.35,2.75,3.9,3.8,4.1,4.3,3.33333,1.13671,1.61815,1.29371,0.76777,1.16529,0.92338,1.31656,regalar
regalo,3.9,3.8,4.3,4.0,4.0,4.09524,3.05,0.71818,1.39925,1.0311,0.97333,1.29777,0.83095,1.23438,regalo
regañar,1.5,1.5,1.55,1.15,1.1,1.7,1.13636,0.88852,0.82717,0.82558,0.36635,0.30779,1.12858,0.6396,reganar
regazo,2.0,3.36842,2.65,2.15,3.35,3.4,3.7,1.55597,1.46099,1.42441,1.22582,1.42441,1.53554,1.45458,regazo
regencia,1.47059,1.2,1.55556,1.2381,1.16667,1.5,1.69565,0.79982,0.41404,0.85559,0.70034,0.38925,0.61835,0.76484,regencia
regeneración,3.25,3.55,3.0,2.2381,3.3,3.55556,2.8,1.40955,1.31689,1.29777,1.17918,1.0311,1.24722,1.15166,regeneracion
regia,2.08333,1.84615,1.14286,1.5,2.23529,1.38462,1.91667,1.24011,1.06819,0.36314,0.85485,1.30045,0.65044,1.08362,regia
régimen,1.80769,2.0,1.95,1.15,1.5,1.45,1.47619,1.16685,1.09545,1.2763,0.36635,0.86023,1.05006,0.7496,regimen
regimiento,1.6,1.63636,1.75,1.45,1.6,1.45,1.36842,1.09545,1.00216,1.20852,0.75915,0.75394,0.75915,0.59726,regimiento
región,1.86364,2.1,2.05,1.55,2.15,2.1,1.6,1.16682,0.91191,1.2763,1.05006,0.9333,1.20961,1.09545,region
regir,1.63158,1.64706,2.10526,1.68421,1.78947,2.66667,1.65,0.8307,0.93148,1.28646,1.05686,0.78733,1.18818,0.81273,regir
registrar,2.1,2.55,1.65,1.63636,2.1,1.9,1.94737,1.37267,1.2763,0.81273,1.00216,1.07115,0.96791,1.07877,registrar
registro,1.8,2.25,1.6,1.8,1.75,1.95,1.45455,1.05631,1.33278,0.88258,1.10501,1.11803,1.31689,0.73855,registro
regla,1.55,2.52174,1.38095,2.05,1.7,2.5,1.72727,0.82558,1.30974,0.74001,0.94451,0.80131,1.46898,0.93513,regla
reglamentación,1.7,2.25,1.52632,1.57895,2.0,2.1,2.35,0.97872,1.25132,0.84119,0.96124,1.1698,1.11921,1.08942,reglamentacion
reglamentario,1.75,1.95,1.9,1.3,1.7,2.4,1.95,0.91047,1.09904,1.11921,0.57124,0.7327,1.09545,0.88704,reglamentario
reglamento,2.1,2.65,1.65,2.0,1.8,2.05,2.77273,1.07115,1.30888,1.08942,1.07606,1.00525,1.09904,1.26986,reglamento
regocijo,2.52632,2.84211,2.18182,2.78947,3.35294,3.6,3.05556,1.46699,1.53707,1.13961,1.43678,1.72993,1.31389,1.66176,regocijo
regresar,2.4,2.8,2.9,2.42857,2.8,3.65,3.15,1.35336,1.43637,1.44732,1.39898,1.39925,1.34849,1.22582,regresar
regresión,2.04167,1.63158,1.94737,1.73684,1.70588,1.8,1.95238,1.33447,0.89508,1.17727,0.87191,0.91956,1.10501,1.02353,regresion
regreso,2.5,3.6,3.4,2.09091,2.95,3.05,2.65,1.50438,1.27321,1.27321,1.1088,1.57196,1.35627,1.22582,regreso
regulación,2.20833,2.6,2.4,1.25,2.6,2.65,2.75,1.38247,1.31389,1.31389,0.55012,1.23117,1.34849,1.55174,regulacion
regulador,2.6,2.30435,2.09091,1.84211,2.25,1.95,2.7,1.35336,1.32921,1.23091,1.25889,1.20852,1.09904,1.21828,regulador
